year,decade,unique_words,density,unique_words_raw,density_raw,nouns,verbs,adjectives,syllables,most_used_term,most_used_freq,curses,total_curses,reading_score,sentiment,charted
2002,2000,54,139,85,296,76,61,17,89,distanc,9,0,0,3.41797297297,-0.857,0
2002,2000,120,332,178,712,191,128,63,201,uh,35,1,1,11.3911797753,0.9911,1
2002,2000,46,112,73,246,57,32,11,79,back,12,0,0,2.87943089431,0.9201,0
2002,2000,58,197,60,215,145,25,23,72,quiero,21,0,0,3.01996124031,0.6124,0
2002,2000,59,132,93,229,67,60,8,106,hey,22,1,1,4.16200873362,0.836,1
2002,2000,55,88,57,93,68,6,11,85,dio,10,0,0,12.4489462366,0.0,0
2002,2000,37,109,64,229,40,68,13,70,keep,19,0,0,2.30698689956,0.9889,1
2002,2000,29,42,50,87,24,19,7,55,never,3,1,1,3.42977011494,0.9027,0
2002,2000,176,299,227,635,168,102,35,265,say,15,0,0,11.4244094488,0.9825,0
2002,2000,40,87,65,195,33,59,23,74,sweet,7,0,0,2.39794871795,0.9865,0
2002,2000,58,170,61,193,102,14,26,83,un,15,0,0,2.99461139896,0.34,0
2002,2000,43,67,76,175,30,41,13,81,know,4,0,0,2.99171428571,0.7096,0
2002,2000,89,155,128,312,78,69,16,147,thing,8,1,1,5.81961538462,0.8225,1
2002,2000,98,263,147,532,126,90,30,160,gangsta,34,0,0,8.09887218045,0.25,0
2002,2000,142,254,200,544,152,111,35,249,alway,14,1,12,10.3411029412,0.984,1
2002,2000,232,455,291,873,257,172,62,351,get,11,1,29,15.9243298969,-0.9983,0
2002,2000,49,75,83,165,31,28,18,88,dead,8,0,0,3.82333333333,-0.9871,0
2002,2000,109,164,162,376,80,95,36,178,like,7,1,4,7.01617021277,0.9885,1
2002,2000,134,270,184,596,151,120,35,215,ya,15,1,1,9.9767114094,0.999,1
2002,2000,136,235,190,516,152,83,35,226,ya,17,1,14,9.32821705426,-0.123,1
2002,2000,52,171,84,478,114,141,6,91,leav,28,0,0,5.62644351464,0.9976,0
2002,2000,61,118,95,292,69,49,14,106,way,22,0,0,4.15356164384,0.9723,0
2002,2000,17,30,34,103,14,33,1,34,goin,5,0,0,0.255145631068,-0.296,0
2002,2000,125,268,170,513,158,67,53,199,ah,32,1,3,8.73738791423,0.9892,1
2002,2000,45,237,50,259,124,29,64,65,que,21,0,0,2.05138996139,0.3818,0
2002,2000,66,167,113,392,84,77,13,117,even,12,0,0,5.34193877551,-0.743,1
2002,2000,45,107,81,261,59,48,11,83,search,8,0,0,3.23249042146,0.6369,0
2002,2000,15,16,16,17,8,2,7,22,mai,2,0,0,16.3105882353,0.3182,0
2002,2000,176,634,247,1260,302,208,85,295,la,68,1,13,21.7426984127,-0.9612,1
2003,2000,113,255,151,450,151,70,46,181,tri,30,0,0,7.73622222222,-0.8176,1
2003,2000,46,64,50,78,43,4,16,70,que,7,0,0,7.1726007326,0.7351,0
2003,2000,109,381,116,394,260,16,93,161,ist,30,0,0,11.0518274112,-0.9477,0
2003,2000,56,94,97,238,41,41,16,105,chang,8,0,0,3.90588235294,0.8225,0
2003,2000,49,77,75,160,42,25,18,82,say,6,1,2,3.5775,-0.9786,0
2003,2000,91,191,142,450,88,113,25,155,love,15,1,2,7.05444444444,0.9989,1
2003,2000,23,63,42,168,6,74,15,47,make,8,0,0,0.83119047619,0.9856,0
2003,2000,16,17,30,39,6,7,5,36,like,2,0,0,5.69230769231,0.7351,0
2003,2000,27,46,48,145,22,33,7,48,think,3,0,0,1.04620689655,-0.91,0
2003,2000,51,124,53,130,78,10,31,67,quiero,11,0,0,8.94153846154,-0.4939,0
2003,2000,33,107,61,293,50,78,14,59,want,12,0,0,2.24610921502,0.9231,0
2003,2000,44,54,73,112,20,19,16,88,ani,3,0,0,5.63142857143,0.802,0
2003,2000,83,97,108,185,63,18,13,139,die,3,1,1,6.78594594595,-0.9837,0
2003,2000,44,80,84,220,34,57,8,85,would,4,0,0,3.25909090909,0.9706,1
2003,2000,48,80,71,169,41,51,8,76,home,9,0,0,2.83650887574,-0.25,1
2003,2000,66,165,106,370,84,75,23,122,gonna,11,0,0,5.32081081081,-0.9674,0
2003,2000,80,130,124,318,56,88,16,146,would,9,0,0,5.67761006289,0.9372,0
2003,2000,29,29,45,60,20,4,6,48,time,1,0,0,5.02,0.3182,0
2003,2000,24,28,40,52,21,6,3,46,life,2,0,0,5.62846153846,-0.9666,0
2003,2000,63,250,100,547,109,119,54,105,room,32,1,4,7.20508226691,0.9935,1
2003,2000,65,104,101,257,37,38,58,111,want,11,0,0,4.18649805447,0.9774,0
2003,2000,35,41,61,96,21,12,11,70,room,4,0,0,4.57416666667,-0.9044,0
2003,2000,69,106,104,245,51,56,20,114,back,5,0,0,4.5806122449,0.2537,1
2003,2000,23,27,41,55,18,4,4,48,still,2,0,0,5.48818181818,-0.9423,0
2003,2000,49,132,81,281,24,53,35,86,oh,16,0,0,3.48138790036,0.9814,1
2003,2000,131,311,183,616,176,105,19,208,move,49,1,16,10.0944155844,0.9313,1
2003,2000,30,50,58,115,25,15,11,67,say,6,0,0,3.2347826087,-0.8176,0
2003,2000,51,96,90,207,37,40,19,102,right,12,0,0,4.12449275362,-0.0772,0
2003,2000,35,178,55,346,114,45,26,57,start,39,0,0,2.98393063584,-0.6249,0
2003,2000,57,165,63,188,121,12,47,73,se,13,0,0,2.50191489362,-0.9432,0
2003,2000,43,78,75,205,32,55,11,87,forget,8,0,0,3.31780487805,-0.7584,0
2003,2000,58,119,95,268,67,68,15,95,alway,12,1,1,3.6628358209,-0.9337,0
2003,2000,69,169,115,364,97,62,20,125,look,10,0,0,5.4821978022,0.9923,1
2003,2000,56,99,101,261,42,71,18,116,ladi,6,0,0,4.72444444444,0.995,0
2003,2000,86,156,121,305,89,39,18,132,away,20,1,2,5.3668852459,-0.9776,1
2003,2000,63,203,101,499,107,127,20,119,wanna,18,0,0,6.58402805611,-0.802,1
2003,2000,135,322,191,651,164,117,72,225,uh,26,1,2,10.9683410138,0.9924,0
2003,2000,213,387,276,792,202,158,76,348,niggaz,12,1,51,14.8048484848,-0.9712,0
2003,2000,62,121,104,303,38,92,14,106,know,9,0,0,4.38805280528,-0.0258,0
2003,2000,36,74,70,243,23,64,19,71,want,6,0,0,2.53773662551,-0.4939,0
2003,2000,78,112,118,253,67,43,17,142,hide,11,0,0,5.71292490119,0.9756,0
2003,2000,117,318,163,616,185,116,29,184,let,18,0,0,9.63467532468,0.9792,1
2003,2000,57,153,63,177,82,13,50,72,que,18,0,0,2.33,0.0,0
2003,2000,61,111,80,224,73,37,7,90,holi,13,0,0,3.44107142857,0.9974,0
2003,2000,65,149,67,153,82,8,26,87,de,17,0,0,16.0373039216,-0.5106,0
2003,2000,27,113,45,203,72,32,1,47,chang,12,0,0,1.04201970443,-0.6759,0
2003,2000,64,103,68,118,64,6,19,85,de,7,0,0,5.978,0.7964,0
2003,2000,33,78,54,140,44,26,9,54,home,13,0,0,1.69142857143,-0.1779,0
2003,2000,37,89,62,213,39,38,4,61,noth,8,0,0,1.689342723,-0.7361,0
2003,2000,52,246,83,521,136,97,36,86,babi,44,0,0,6.49779270633,0.9992,1
2003,2000,96,243,142,530,92,126,53,160,make,24,0,0,8.11226415094,0.9763,1
2003,2000,132,252,189,540,105,133,48,214,make,17,1,3,9.6162962963,-0.9944,1
2003,2000,37,62,65,134,19,32,13,74,sink,7,0,0,3.26641791045,-0.891,0
2003,2000,176,343,234,716,159,130,60,276,place,21,1,6,12.608603352,0.8979,1
2003,2000,101,399,150,740,191,151,47,172,oh,66,1,5,11.5827027027,0.9973,1
2003,2000,133,306,177,631,165,132,40,201,ya,24,1,12,10.2587955626,0.2732,0
2003,2000,44,100,68,187,40,45,21,75,well,10,0,0,2.65262032086,0.9846,1
2003,2000,50,124,87,317,70,51,23,92,littl,12,0,0,3.68460567823,0.9933,1
2003,2000,96,193,138,415,83,105,48,163,thinkin,22,1,2,6.84469879518,0.4939,1
2003,2000,67,112,106,249,51,51,15,115,find,7,0,0,4.53979919679,0.9482,1
2003,2000,46,124,73,229,54,34,27,80,time,15,0,0,2.82227074236,-0.9231,0
2003,2000,47,81,81,229,28,77,5,86,gone,9,1,1,3.13144104803,0.7366,1
2003,2000,134,321,191,848,103,225,46,219,love,33,1,2,13.8374056604,0.9996,1
2003,2000,95,122,144,272,71,40,15,164,shes,5,1,1,6.59470588235,0.9153,1
2003,2000,87,191,137,472,119,91,35,172,bounc,10,0,0,7.68,0.9855,1
2003,2000,149,376,204,809,209,147,50,237,would,28,1,2,13.4668603214,0.9982,0
2003,2000,106,298,152,694,143,152,23,166,gonna,31,0,0,10.4924783862,0.9983,1
2003,2000,117,300,172,707,164,153,35,204,im,23,1,39,11.4648090523,-0.9958,1
2003,2000,79,200,128,464,89,123,31,145,oh,13,1,5,7.0675,0.989,1
2003,2000,61,99,92,270,43,61,15,106,song,9,0,0,4.11259259259,0.7351,0
2003,2000,30,50,53,114,15,35,13,61,know,7,0,0,2.67403508772,0.9783,0
2003,2000,43,66,66,165,28,67,7,68,know,7,0,0,2.39303030303,0.6486,1
2003,2000,59,99,99,220,27,67,38,112,real,10,1,1,4.70727272727,0.9578,1
2003,2000,81,167,119,340,82,46,35,138,got,8,0,0,5.82941176471,-0.9783,1
2003,2000,52,181,89,415,71,153,13,103,come,49,0,0,5.1386746988,0.34,1
2003,2000,149,388,197,752,194,127,87,237,stori,20,1,4,12.5588829787,0.9859,0
2003,2000,174,357,238,759,168,179,60,268,like,13,1,6,13.0065349144,0.9902,1
2003,2000,189,418,250,843,169,173,100,313,one,20,1,3,15.171257414,0.9856,1
2003,2000,43,104,51,122,87,8,8,70,vos,14,0,0,3.82382513661,0.6369,0
2003,2000,55,197,93,439,59,95,9,101,like,40,1,6,5.31480637813,0.9995,1
2003,2000,58,126,99,354,45,100,27,104,give,22,0,0,4.50666666667,0.9565,1
2003,2000,128,241,182,605,126,145,23,224,said,14,1,8,10.4789256198,-0.9382,1
2003,2000,55,107,59,119,61,3,27,76,le,6,0,0,5.81363445378,-0.128,0
2003,2000,64,135,101,290,37,111,13,105,yes,13,0,0,4.1424137931,0.9954,0
2003,2000,102,139,148,296,75,55,25,168,music,8,0,0,6.5672972973,0.802,0
2003,2000,145,291,202,614,153,133,48,233,ohh,12,1,5,10.5878501629,0.9951,0
2003,2000,128,236,179,548,122,114,44,218,get,12,1,34,9.63416058394,-0.9913,0
2003,2000,91,177,136,423,89,101,31,158,love,18,1,5,7.00756501182,0.9984,1
2003,2000,219,357,285,811,183,145,53,346,sing,29,1,17,15.0442786683,-0.9834,1
2003,2000,35,50,58,96,28,17,12,64,thi,4,0,0,3.83666666667,0.9337,0
2003,2000,49,125,75,258,65,83,18,82,see,9,0,0,2.8403875969,0.9201,0
2003,2000,203,337,256,640,188,117,49,320,life,16,1,10,12.79,-0.7598,0
2003,2000,64,104,97,203,47,31,14,109,well,5,0,0,4.64596059113,0.9652,0
2003,2000,170,456,226,973,229,241,57,261,superman,33,1,28,16.2952620761,0.9769,1
2003,2000,40,77,68,159,30,28,20,73,star,6,0,0,2.55761006289,0.969,0
2003,2000,101,165,145,309,94,46,21,175,us,10,1,15,6.94284789644,-0.9843,0
2003,2000,37,92,53,201,44,41,28,60,red,17,1,1,1.8323880597,-0.9565,0
2003,2000,43,95,70,231,52,35,12,78,part,12,0,0,2.68441558442,0.9584,0
2003,2000,122,187,172,451,78,131,40,197,said,8,0,0,8.14432372506,0.9735,0
2003,2000,49,93,88,259,39,80,23,93,know,9,0,0,3.32706563707,0.3818,0
2003,2000,129,329,182,812,152,268,36,217,still,21,1,5,13.1634482759,-0.9966,1
2003,2000,25,35,42,74,22,10,4,43,itâ,5,0,0,2.43675675676,0.7744,0
2003,2000,112,285,162,740,144,211,42,173,babi,14,0,0,11.5986486486,0.9763,1
2003,2000,59,100,93,193,48,32,17,107,whi,11,0,0,4.46196891192,-0.9568,0
2003,2000,166,274,229,610,131,140,45,269,ya,13,1,3,11.3136065574,0.9874,1
2003,2000,92,160,135,301,93,73,22,157,woo,14,1,5,6.41481727575,0.9862,0
2003,2000,47,102,48,103,55,3,25,65,la,9,0,0,42.0266019417,-0.7906,0
2003,2000,27,82,52,197,35,51,3,58,shot,9,0,0,1.39411167513,0.8591,0
2003,2000,42,60,76,145,30,24,6,81,oh,5,0,0,3.73172413793,0.9325,0
2003,2000,69,113,116,289,46,78,10,125,know,5,0,0,4.97380622837,-0.3335,0
2003,2000,41,41,52,62,27,4,8,71,feel,1,0,0,9.09290322581,-0.946,0
2003,2000,57,121,91,282,56,69,9,93,time,5,1,1,3.7614893617,-0.9485,0
2003,2000,92,236,141,646,102,191,22,160,time,12,0,0,9.8126006192,0.959,1
2003,2000,59,130,83,281,56,46,16,108,never,10,0,0,4.40523131673,-0.9839,0
2003,2000,121,338,173,762,147,135,75,220,like,33,1,1,12.636824147,0.9948,1
2003,2000,32,87,33,89,60,5,9,46,en,8,0,0,17.8638764045,0.8225,0
2003,2000,68,131,111,330,67,73,14,124,welcom,11,0,0,5.08393939394,0.9954,0
2003,2000,82,151,127,341,66,94,29,138,ca,6,1,3,5.81536656891,0.9246,1
2003,2000,19,95,48,283,44,75,22,46,parti,33,0,0,1.78802120141,-0.9948,0
2003,2000,73,95,113,217,66,26,14,137,gonna,6,1,2,5.75976958525,-0.9836,0
2003,2000,66,175,102,311,103,59,15,119,saturday,36,0,0,4.77511254019,0.9896,0
2003,2000,150,226,200,449,131,79,33,239,make,6,1,18,9.27106904232,-0.9928,0
2003,2000,110,294,149,554,155,117,41,161,babi,20,1,2,8.36924187726,0.9629,1
2003,2000,62,79,101,176,38,36,13,123,oh,7,1,1,5.77659090909,-0.9552,0
2003,2000,60,160,85,341,70,104,10,88,hate,14,1,17,4.08516129032,-0.9982,0
2003,2000,36,43,57,86,21,16,5,63,time,3,0,0,4.61418604651,0.4404,0
2003,2000,58,175,94,417,53,119,28,99,rather,20,0,0,5.01143884892,0.9955,0
2003,2000,80,171,113,323,68,62,40,140,hey,16,1,3,5.76455108359,-0.9883,0
2003,2000,43,67,70,158,43,18,11,79,shoe,5,0,0,3.04,-0.6249,1
2003,2000,47,74,73,143,43,23,14,90,call,5,1,2,4.56657342657,0.9887,0
2003,2000,52,102,83,271,37,100,16,94,love,6,0,0,3.57298892989,0.9918,0
2003,2000,45,67,53,81,40,11,5,62,love,6,0,0,5.69852733686,0.9914,0
2003,2000,65,82,105,189,33,46,14,116,know,6,0,0,5.16232804233,0.9524,0
2003,2000,93,112,117,203,71,13,20,146,within,5,1,2,6.79669950739,-0.9643,0
2003,2000,45,96,76,219,51,43,14,75,wrong,6,0,0,2.35109589041,-0.9712,0
2003,2000,52,72,87,160,28,27,9,95,would,7,0,0,4.53625,0.886,0
2003,2000,32,169,57,314,79,84,4,63,glori,34,0,0,2.62751592357,0.9571,0
2004,2000,23,62,39,134,28,39,20,38,night,8,0,0,0.0962686567164,0.9781,0
2004,2000,95,170,136,329,89,44,31,159,tell,6,0,0,6.35273556231,0.9881,0
2004,2000,40,91,47,112,61,1,29,59,de,9,0,0,2.57607142857,0.0,0
2004,2000,33,62,52,130,27,21,14,54,panic,7,0,0,1.65153846154,-0.9893,0
2004,2000,20,75,36,129,53,36,2,37,cmon,16,0,0,0.134496124031,0.9756,0
2004,2000,67,153,106,292,84,70,16,115,life,11,0,0,4.51726027397,0.9938,0
2004,2000,90,203,94,215,139,12,37,125,que,20,0,0,8.25796511628,0.7506,0
2004,2000,24,39,46,79,24,20,1,46,girl,5,1,5,2.45088607595,-0.9485,0
2004,2000,27,83,47,216,18,83,13,53,know,18,0,0,1.20537037037,0.9946,0
2004,2000,216,444,276,879,203,175,74,315,na,32,1,2,15.408668942,0.9994,0
2004,2000,197,431,265,982,236,215,55,314,band,16,1,24,17.2931160896,-0.9931,1
2004,2000,50,77,52,85,44,5,18,67,tout,7,0,0,7.85492647059,-0.3612,0
2004,2000,69,124,111,338,46,97,19,128,broken,8,1,3,5.11863905325,-0.9945,0
2004,2000,75,110,109,216,54,25,26,120,would,4,0,0,4.86555555556,0.9393,0
2004,2000,49,128,78,289,43,83,12,86,love,19,0,0,3.38141868512,0.9975,0
2004,2000,47,99,82,257,43,43,10,89,would,10,0,0,3.17638132296,-0.9698,1
2004,2000,66,85,96,182,46,39,10,114,like,3,0,0,5.31120879121,0.802,0
2004,2000,125,217,177,512,103,94,35,207,boy,17,1,7,8.930703125,0.9879,1
2004,2000,35,127,60,252,67,32,32,69,world,22,0,0,2.32095238095,0.8934,0
2004,2000,114,275,158,629,155,139,51,191,babi,20,1,2,10.0831478537,0.9959,1
2004,2000,88,430,96,448,268,16,142,136,ich,45,0,0,7.69880952381,-0.9766,0
2004,2000,53,110,88,284,68,99,12,101,know,9,0,0,4.06647887324,-0.9354,1
2004,2000,61,70,99,153,28,35,14,108,get,2,0,0,5.46941176471,0.2537,0
2004,2000,81,135,113,286,85,43,13,140,name,8,0,0,5.64622377622,0.9923,0
2004,2000,43,105,77,298,22,90,34,85,becom,11,0,0,3.23577181208,-0.6597,1
2004,2000,98,165,140,390,85,96,20,158,hear,13,1,14,6.60051282051,-0.9896,1
2004,2000,119,144,165,295,80,37,37,207,call,4,1,1,8.15,0.5809,0
2004,2000,38,93,69,243,55,45,8,79,deni,7,0,0,2.92621399177,-0.8555,0
2004,2000,6,9,7,10,3,0,5,10,ei,2,0,0,10.11,0.0,0
2004,2000,170,350,229,766,179,158,53,262,know,17,1,3,13.2660313316,0.9607,1
2004,2000,19,71,33,129,24,37,14,35,adventur,11,0,0,-0.0484496124031,-0.802,0
2004,2000,38,169,60,253,103,60,7,67,jenni,45,0,0,2.21490118577,0.9854,0
2004,2000,40,97,67,201,43,51,11,71,far,15,0,0,2.47815920398,0.9944,1
2004,2000,51,188,93,415,38,98,39,97,oh,58,1,1,4.96807228916,-0.5106,1
2004,2000,49,78,84,202,35,63,11,92,want,9,0,0,3.68425742574,0.9607,0
2004,2000,26,44,58,136,13,36,4,60,right,4,0,0,1.95588235294,0.5106,0
2004,2000,110,229,159,466,122,66,34,185,girl,14,1,21,8.06454935622,-0.9926,0
2004,2000,142,263,198,549,150,109,32,225,jesus,16,1,3,9.77606557377,-0.9944,1
2004,2000,13,19,18,30,8,3,5,20,ni,5,0,0,3.3403030303,0.5574,0
2004,2000,79,208,114,376,123,79,18,125,da,51,0,0,5.35287234043,0.836,1
2004,2000,90,188,123,347,74,87,27,145,go,20,0,0,5.97083573487,0.975,1
2004,2000,45,144,73,343,44,78,37,77,sun,34,0,0,3.68897959184,0.9744,1
2004,2000,51,194,53,202,71,2,77,75,tout,32,0,0,8.63868811881,-0.9612,0
2004,2000,34,56,51,89,26,14,10,56,life,5,0,0,3.39471910112,0.8086,0
2004,2000,35,44,37,48,25,6,15,47,har,4,0,0,10.6441666667,0.0,0
2004,2000,66,151,103,378,73,92,33,112,man,16,0,0,4.9262962963,0.9933,0
2004,2000,155,220,223,504,104,97,36,270,like,7,1,12,10.4814285714,-0.9819,0
2004,2000,67,76,102,178,37,45,13,116,make,3,0,0,5.21988764045,0.8349,0
2004,2000,110,173,154,403,90,80,29,180,show,9,1,14,7.48047146402,-0.9772,0
2004,2000,49,83,77,210,42,46,19,86,mean,6,0,0,3.14238095238,0.2158,0
2004,2000,110,147,164,367,75,74,25,178,like,5,1,1,7.15316076294,0.8126,0
2004,2000,13,28,22,50,8,14,8,24,shine,4,0,0,0.854,0.4215,0
2004,2000,62,89,96,199,41,47,12,103,rememb,14,0,0,4.02753768844,0.8779,1
2004,2000,138,367,198,837,164,154,90,239,slow,50,1,17,13.7694145759,0.9788,1
2004,2000,117,317,166,737,139,141,51,202,make,21,1,24,11.684192673,0.8402,1
2004,2000,85,130,122,255,60,41,18,129,right,6,0,0,5.05941176471,-0.9517,0
2004,2000,25,85,39,224,32,52,25,48,hold,14,0,0,1.22857142857,0.9648,0
2004,2000,50,104,77,194,36,38,21,84,hear,6,0,0,3.02927835052,0.9837,0
2004,2000,31,43,54,113,15,25,12,58,said,3,0,0,2.41663716814,-0.6902,0
2004,2000,44,75,76,183,27,52,14,94,oh,6,1,1,3.98120218579,0.1027,0
2004,2000,82,221,122,527,94,153,64,140,sorri,43,1,8,7.68472485769,0.6908,1
2004,2000,43,88,76,255,33,63,10,80,way,10,0,0,2.79196078431,0.9844,1
2004,2000,144,304,203,701,179,107,50,250,hood,53,1,7,12.2682738944,0.9785,0
2004,2000,94,180,141,350,105,81,26,151,gonna,9,1,2,6.13085714286,0.9917,0
2004,2000,37,197,65,480,76,138,54,69,first,18,0,0,5.46625,0.9959,1
2004,2000,150,203,203,412,127,66,31,243,like,8,1,5,9.16970873786,-0.9201,0
2004,2000,34,77,64,195,20,67,17,63,go,9,0,0,1.73230769231,0.8625,0
2004,2000,33,80,39,94,37,7,26,50,crowd,8,0,0,3.30516717325,-0.8225,0
2004,2000,60,110,99,262,48,59,20,111,end,9,0,0,4.47923664122,0.802,0
2004,2000,95,294,137,507,173,85,32,165,get,52,1,1,8.00023668639,0.9538,1
2004,2000,87,267,128,603,110,174,25,150,love,39,0,0,9.04532338308,0.9997,1
2004,2000,118,426,162,656,213,140,60,187,boo,48,1,48,10.2537195122,-0.9986,1
2004,2000,79,166,117,358,76,102,24,140,like,9,0,0,5.65452513966,0.9957,1
2004,2000,70,247,101,421,113,109,26,115,make,28,0,0,5.82327790974,0.9552,1
2004,2000,76,152,118,324,81,77,16,124,dream,10,0,0,5.16604938272,0.9941,0
2004,2000,110,283,151,543,137,62,62,180,like,23,1,25,8.85160220994,-0.9792,1
2004,2000,4,5,5,6,2,2,1,6,forev,2,0,0,8.55,0.0,0
2004,2000,70,148,111,337,64,76,35,127,love,10,0,0,5.096884273,0.9938,1
2004,2000,48,104,77,214,44,68,7,80,like,15,0,0,2.72121495327,0.9901,0
2004,2000,120,305,170,598,177,137,23,207,yeah,75,1,1,9.80461538462,0.9991,1
2004,2000,67,227,106,534,103,126,23,112,boo,20,0,0,7.02490636704,0.9818,1
2004,2000,118,418,124,469,226,28,158,179,und,49,0,0,7.88362473348,-0.9988,0
2004,2000,138,336,198,858,154,260,41,225,confess,16,1,6,13.8844055944,0.4588,1
2004,2000,137,328,190,739,158,173,44,224,gonna,32,1,3,12.0267253045,0.9982,1
2004,2000,154,374,212,809,163,176,35,264,right,21,1,1,13.8606798517,0.997,1
2004,2000,74,133,119,292,67,61,17,132,babi,17,0,0,5.20424657534,0.8603,0
2004,2000,58,157,104,532,48,111,41,107,ca,19,1,1,6.92330827068,-0.9756,1
2004,2000,146,355,198,695,181,125,65,231,oh,14,1,2,11.5920143885,0.9844,1
2004,2000,85,120,129,300,64,71,30,155,american,10,0,0,6.35666666667,0.9898,1
2004,2000,40,125,68,264,61,67,37,79,want,11,0,0,3.01106060606,-0.9607,0
2004,2000,53,126,90,296,59,62,14,95,mine,12,0,0,3.65716216216,0.9654,0
2004,2000,48,132,52,142,83,9,36,67,du,9,0,0,5.5156056338,0.9371,0
2004,2000,65,152,94,262,87,44,26,102,parti,10,1,5,4.07389312977,-0.9432,0
2004,2000,123,197,179,464,86,114,40,202,caus,6,1,1,8.51706896552,0.9865,0
2004,2000,47,79,80,213,37,38,15,82,oh,5,1,2,2.85272300469,-0.7579,0
2004,2000,36,47,59,110,20,24,0,67,one,6,1,2,3.54727272727,-0.0232,0
2004,2000,66,117,107,267,75,50,7,111,power,7,0,0,4.38561797753,0.9886,0
2004,2000,49,102,83,277,37,62,23,85,hear,11,0,0,3.10093862816,-0.8826,0
2004,2000,56,99,97,249,39,65,14,99,dream,9,0,0,3.78156626506,0.9942,0
2004,2000,84,159,134,348,66,61,26,143,deep,6,0,0,5.88885057471,0.9774,0
2004,2000,41,61,45,73,45,5,10,55,que,4,0,0,5.6729109589,-0.6808,0
2004,2000,38,99,59,194,34,38,15,64,us,7,0,0,1.81278350515,0.891,0
2004,2000,42,52,67,110,22,32,6,70,love,3,0,0,3.86909090909,0.9601,0
2004,2000,100,372,150,655,198,105,63,176,whoa,58,1,2,10.0606870229,0.997,1
2004,2000,31,36,56,98,15,26,9,62,love,3,0,0,3.43530612245,0.9559,0
2004,2000,17,27,18,28,15,2,6,24,gott,3,0,0,15.4442857143,0.0,0
2004,2000,38,42,62,96,19,17,10,66,love,2,0,0,4.0825,0.9231,0
2004,2000,54,138,87,345,33,103,28,98,ca,16,0,0,4.39188405797,0.9881,0
2004,2000,61,163,103,443,98,55,41,116,think,28,1,1,6.07984198646,0.9947,0
2004,2000,70,121,106,240,49,49,20,120,noth,9,0,0,4.99,0.825,0
2004,2000,31,57,58,124,30,31,4,64,love,12,1,1,2.84032258065,0.9934,0
2004,2000,54,160,97,381,85,74,48,103,bad,37,1,15,5.01002624672,-0.9996,0
2004,2000,71,150,98,270,67,60,17,103,seem,11,0,0,3.98148148148,0.9908,0
2004,2000,90,179,130,374,110,74,28,152,hell,14,1,15,6.22572192513,-0.9901,1
2004,2000,44,96,74,211,45,45,17,86,would,5,1,1,3.11947867299,0.9895,0
2004,2000,21,59,50,212,19,62,29,54,want,11,0,0,1.31566037736,0.946,0
2004,2000,53,93,92,224,50,37,22,97,turn,8,0,0,3.80982142857,-0.765,0
2004,2000,57,105,97,233,52,38,32,109,somebodi,11,0,0,4.22017167382,0.9896,0
2004,2000,5,5,11,15,2,8,1,10,know,1,0,0,2.86166666667,0.0,0
2004,2000,104,202,156,544,84,136,49,187,got,9,1,1,8.99625,-0.25,1
2004,2000,16,66,32,174,38,32,8,32,lost,8,0,0,-0.299885057471,-0.9846,0
2004,2000,173,256,231,550,107,150,54,274,smile,17,1,2,10.8185454545,-0.9349,0
2004,2000,76,118,125,313,55,59,16,136,well,9,0,0,5.38715654952,-0.9062,0
2004,2000,77,169,123,355,106,71,20,141,fuckin,15,1,19,5.72676056338,0.8481,0
2004,2000,45,95,78,312,48,100,9,89,tast,8,0,0,3.62602564103,-0.8885,1
2004,2000,26,55,33,82,17,10,8,38,one,7,0,0,1.43829268293,-0.128,0
2004,2000,50,97,92,255,47,50,16,96,time,11,0,0,3.53235294118,0.9629,1
2004,2000,36,85,64,171,22,86,4,60,woah,24,0,0,1.67035087719,0.8807,0
2004,2000,10,10,17,18,5,4,1,18,get,1,0,0,7.0875,0.4019,0
2004,2000,77,119,108,265,71,34,25,129,blood,5,1,6,5.2241509434,-0.9944,0
2004,2000,33,57,38,82,52,2,7,48,la,5,0,0,2.87731707317,0.0,0
2004,2000,87,153,134,369,82,71,27,155,letter,6,0,0,6.3866395664,0.9862,1
2004,2000,37,48,58,93,29,16,4,67,know,4,0,0,4.47107526882,-0.7717,0
2004,2000,34,135,63,357,59,100,16,73,one,21,0,0,3.45288515406,-0.7717,1
2004,2000,132,277,179,554,161,88,33,224,bitch,26,1,31,9.71111913357,-0.998,1
2004,2000,13,80,26,164,48,16,0,25,meet,17,0,0,-0.671219512195,0.0,0
2004,2000,50,140,79,277,64,68,23,79,get,7,0,0,2.84534296029,0.9871,1
2004,2000,50,69,83,143,32,26,16,94,hot,4,0,0,4.89664335664,-0.946,0
2004,2000,119,190,172,440,86,90,35,198,got,13,1,1,8.3,0.9877,0
2004,2000,139,200,190,431,96,74,38,223,know,8,1,17,8.70533642691,-0.9956,0
2004,2000,74,90,111,205,42,35,18,131,like,4,0,0,5.85048780488,0.872,0
2005,2000,51,62,83,129,37,22,12,88,rip,5,0,0,4.7996124031,-0.8226,0
2005,2000,142,213,187,455,110,116,22,228,hey,16,1,7,8.90296703297,-0.9801,0
2005,2000,120,381,131,412,245,30,95,193,die,18,1,1,7.73766990291,-0.9953,0
2005,2000,47,94,73,197,51,36,9,78,reason,6,0,0,2.59208121827,-0.9126,0
2005,2000,113,161,161,330,82,66,25,215,know,5,1,2,8.33787878788,0.9524,0
